[INFO] [launch]: All log files can be found below /home/booster/.ros/log/2026-04-18-14-06-59-164797-robot-4888
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [game_controller_node-1]: process started with pid [4971]
[game_controller_node-1] [INFO] [1776492618.367837813] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=102
[game_controller_node-1] [INFO] [1776492618.935843157] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=103
[game_controller_node-1] [INFO] [1776492620.576881634] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=106
[game_controller_node-1] [INFO] [1776492622.009889130] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=109
[game_controller_node-1] [INFO] [1776492622.415347549] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=110
[game_controller_node-1] [INFO] [1776492623.447648452] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=112
[game_controller_node-1] [INFO] [1776492624.463714916] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=114
[game_controller_node-1] [INFO] [1776492625.086062771] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=115
[game_controller_node-1] [INFO] [1776492625.487650653] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=116
[game_controller_node-1] [INFO] [1776492625.895862043] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=117
[game_controller_node-1] [INFO] [1776492626.511588306] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=118
[game_controller_node-1] [INFO] [1776492626.919533280] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=119
[game_controller_node-1] [INFO] [1776492627.944664238] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=121
[game_controller_node-1] [INFO] [1776492628.558837549] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=122
[game_controller_node-1] [INFO] [1776492629.583702752] [game_controller]: handle packet successfully ip=192.168.43.46, packet_number=124
